source_id;target_id;matching
http://dbpedia.org/resource/charles_boyle_(poet);http://www.wikidata.org/entity/q10863348;true
http://dbpedia.org/resource/grace_kennedy_(writer);http://www.wikidata.org/entity/q1541049;true
http://dbpedia.org/resource/nâzım_hikmet;http://www.wikidata.org/entity/q184906;true
http://dbpedia.org/resource/ravi_shankar_(cartoonist);http://www.wikidata.org/entity/q7296658;true
http://dbpedia.org/resource/harry_hansen_(author);http://www.wikidata.org/entity/q5669460;true
http://dbpedia.org/resource/margot_bennett_(writer);http://www.wikidata.org/entity/q456245;true
http://dbpedia.org/resource/dudley_leavitt_(publisher);http://www.wikidata.org/entity/q5311908;true
http://dbpedia.org/resource/gordon_anderson_(author);http://www.wikidata.org/entity/q5584799;true
http://dbpedia.org/resource/don_turnbull_(game_designer);http://www.wikidata.org/entity/q5293634;true
http://dbpedia.org/resource/andrew_duncan_(poet);http://www.wikidata.org/entity/q4756850;true
http://dbpedia.org/resource/william_wynn_(poet);http://www.wikidata.org/entity/q8020626;true
http://dbpedia.org/resource/richard_morrison_(music_critic);http://www.wikidata.org/entity/q16732893;true
http://dbpedia.org/resource/mundhir_qabbānī;http://www.wikidata.org/entity/q12245293;true
http://dbpedia.org/resource/donald_miller_(author);http://www.wikidata.org/entity/q1240177;true
http://dbpedia.org/resource/russell_blake_(author);http://www.wikidata.org/entity/q20090307;true
http://dbpedia.org/resource/hans_busk_(1772-1862);http://www.wikidata.org/entity/q15954198;true
http://dbpedia.org/resource/robert_sanders_(writer);http://www.wikidata.org/entity/q16859533;true
http://dbpedia.org/resource/peter_jenkins_(travel_author);http://www.wikidata.org/entity/q7174968;true
http://dbpedia.org/resource/andrew_keogh_(librarian);http://www.wikidata.org/entity/q23019258;true
http://dbpedia.org/resource/jim_allen_(playwright);http://www.wikidata.org/entity/q1689022;true
http://dbpedia.org/resource/augustin_cochin_(historian);http://www.wikidata.org/entity/q568626;true
http://dbpedia.org/resource/john_kerr_(author);http://www.wikidata.org/entity/q6242981;true
http://dbpedia.org/resource/anthony_ellis_(writer);http://www.wikidata.org/entity/q16887660;true
http://dbpedia.org/resource/david_thomas_(dewi_hefin);http://www.wikidata.org/entity/q5240340;true
http://dbpedia.org/resource/rosamond_joscelyne_mitchell;http://www.wikidata.org/entity/q7273721;true
http://dbpedia.org/resource/alexander_rose_(author);http://www.wikidata.org/entity/q4719975;true
http://dbpedia.org/resource/robert_levin_(writer);http://www.wikidata.org/entity/q7346870;true
http://dbpedia.org/resource/tim_berry_(entrepreneur);http://www.wikidata.org/entity/q7803172;true
http://dbpedia.org/resource/john_farquharson_(journalist);http://www.wikidata.org/entity/q25184303;true
