source_id;target_id;matching
http://dbpedia.org/resource/justus_de_harduwijn;http://d-nb.info/gnd/172151457;true
http://dbpedia.org/resource/robert_heron_(writer);http://d-nb.info/gnd/100496962;true
http://dbpedia.org/resource/ariwara_no_narihira;http://d-nb.info/gnd/136763480;true
http://dbpedia.org/resource/nikolay_gnedich;http://d-nb.info/gnd/118695517;true
http://dbpedia.org/resource/j._meade_falkner;http://d-nb.info/gnd/119366266;true
http://dbpedia.org/resource/maurice_keen;http://d-nb.info/gnd/122170261;true
http://dbpedia.org/resource/sun_li_(writer);http://d-nb.info/gnd/1089626231;true
http://dbpedia.org/resource/john_gilmore_(writer);http://d-nb.info/gnd/143827103;true
http://dbpedia.org/resource/m._john_harrison;http://d-nb.info/gnd/107959879;true
http://dbpedia.org/resource/charles_montgomery_(writer);http://d-nb.info/gnd/132054469;true
http://dbpedia.org/resource/david_oshinsky;http://d-nb.info/gnd/132501228;true
http://dbpedia.org/resource/hélène_rioux;http://d-nb.info/gnd/136760058;true
http://dbpedia.org/resource/fyodor_dostoyevsky;http://d-nb.info/gnd/118527053;true
http://dbpedia.org/resource/henrik_wergeland;http://d-nb.info/gnd/11880670x;true
http://dbpedia.org/resource/dave_pelzer;http://d-nb.info/gnd/122082389;true
http://dbpedia.org/resource/keith_donohue_(novelist);http://d-nb.info/gnd/133284069;true
http://dbpedia.org/resource/louis_edmond_duranty;http://d-nb.info/gnd/118105043;true
http://dbpedia.org/resource/yevhen_hutsalo;http://d-nb.info/gnd/10904178x;true
http://dbpedia.org/resource/charles_morris_(american_writer);http://d-nb.info/gnd/133226972;true
http://dbpedia.org/resource/giambattista_gelli;http://d-nb.info/gnd/124587917;true
http://dbpedia.org/resource/georgiana_fullerton;http://d-nb.info/gnd/115548505;true
http://dbpedia.org/resource/tobias_smollett;http://d-nb.info/gnd/118615076;true
http://dbpedia.org/resource/yusuf_al-khal;http://d-nb.info/gnd/119426455;true
http://dbpedia.org/resource/aleksey_nikolayevich_tolstoy;http://d-nb.info/gnd/118642901;true
http://dbpedia.org/resource/jean-antoine_de_baïf;http://d-nb.info/gnd/118656856;true
http://dbpedia.org/resource/yuri_rytkheu;http://d-nb.info/gnd/118876155;true
http://dbpedia.org/resource/sergey_mstislavsky;http://d-nb.info/gnd/104795768x;true
http://dbpedia.org/resource/ashutosh_mukherjee;http://d-nb.info/gnd/119216663;true
http://dbpedia.org/resource/tom_kristensen_(poet);http://d-nb.info/gnd/118778048;true
http://dbpedia.org/resource/jiří_langer;http://d-nb.info/gnd/131639684;true
http://dbpedia.org/resource/sorley_maclean;http://d-nb.info/gnd/118839136;true
http://dbpedia.org/resource/joshua_cohen_(writer);http://d-nb.info/gnd/142361054;true
http://dbpedia.org/resource/sarah_mason_(novelist);http://d-nb.info/gnd/124400744;true
http://dbpedia.org/resource/francis_george_fowler;http://d-nb.info/gnd/101697546;true
http://dbpedia.org/resource/volodymyr_ivasyuk;http://d-nb.info/gnd/132327953;true
http://dbpedia.org/resource/basil_h._johnston;http://d-nb.info/gnd/124843743;true
http://dbpedia.org/resource/yitzhak_orpaz;http://d-nb.info/gnd/119041928;true
http://dbpedia.org/resource/g._p._taylor;http://d-nb.info/gnd/129413976;true
http://dbpedia.org/resource/ève_curie;http://d-nb.info/gnd/131488910;true
http://dbpedia.org/resource/kyle_mills_(author);http://d-nb.info/gnd/129028177;true
http://dbpedia.org/resource/margaret_cole;http://d-nb.info/gnd/127425748;true
http://dbpedia.org/resource/evelyn_beatrice_hall;http://d-nb.info/gnd/1073147681;true
http://dbpedia.org/resource/alexander_radishchev;http://d-nb.info/gnd/118743481;true
http://dbpedia.org/resource/alexander_watson_(historian);http://d-nb.info/gnd/1050271874;true
http://dbpedia.org/resource/pamela_porter;http://d-nb.info/gnd/131933450;true
http://dbpedia.org/resource/sophie_carmen_eckhardt-gramatté;http://d-nb.info/gnd/118835041;true
http://dbpedia.org/resource/ashapoorna_devi;http://d-nb.info/gnd/121395421;true
