source_id;target_id;matching
http://dbpedia.org/resource/nikolai_berg;http://viaf.org/viaf/90957273;true
http://dbpedia.org/resource/stephen_elliott_(author);http://viaf.org/viaf/33802870;true
http://dbpedia.org/resource/nick_stone_(author);http://viaf.org/viaf/79214076;true
http://dbpedia.org/resource/scott_sanders_(novelist);http://viaf.org/viaf/94652411;true
http://dbpedia.org/resource/james_blaylock;http://viaf.org/viaf/106954480;true
http://dbpedia.org/resource/joan_london_(australian_author);http://viaf.org/viaf/115483686;true
http://dbpedia.org/resource/david_bell_(author);http://viaf.org/viaf/44112901;true
http://dbpedia.org/resource/scévole_de_sainte-marthe_(1536–1623);http://viaf.org/viaf/68983581;true
http://dbpedia.org/resource/şadi_üçüncü;http://viaf.org/viaf/70270845;true
http://dbpedia.org/resource/david_davis_(castellhywel);http://viaf.org/viaf/286252437;true
http://dbpedia.org/resource/janet_adam_smith;http://viaf.org/viaf/16050718;true
http://dbpedia.org/resource/johannes_nicolaus_furichius;http://viaf.org/viaf/172539947;true
http://dbpedia.org/resource/g._r._hawting;http://viaf.org/viaf/109741012;true
http://dbpedia.org/resource/christopher_nolan_(author);http://viaf.org/viaf/14797781;true
http://dbpedia.org/resource/kureepuzha_sreekumar;http://viaf.org/viaf/50827168;true
http://dbpedia.org/resource/margarita_aliger;http://viaf.org/viaf/29673436;true
http://dbpedia.org/resource/kristina_brenk;http://viaf.org/viaf/79544465;true
http://dbpedia.org/resource/yusuf_al-khal;http://viaf.org/viaf/25942679;true
http://dbpedia.org/resource/george_hubbard_blakeslee;http://viaf.org/viaf/74233322;true
http://dbpedia.org/resource/dhimitër_pasko;http://viaf.org/viaf/10255072;true
http://dbpedia.org/resource/sally_wood;http://viaf.org/viaf/77763485;true
http://dbpedia.org/resource/jonathan_wright_(historian);http://viaf.org/viaf/118941062;true
http://dbpedia.org/resource/alice_brown_(writer);http://viaf.org/viaf/121858379;true
http://dbpedia.org/resource/maruša_krese;http://viaf.org/viaf/22217574;true
http://dbpedia.org/resource/susanna_rowson;http://viaf.org/viaf/32830310;true
http://dbpedia.org/resource/michael_grant_(crime_writer);http://viaf.org/viaf/8723589;true
http://dbpedia.org/resource/richard_humphreys_(writer);http://viaf.org/viaf/85088496;true
http://dbpedia.org/resource/pablo_fenjves;http://viaf.org/viaf/69131358;true
http://dbpedia.org/resource/andy_rooney;http://viaf.org/viaf/5738279;true
http://dbpedia.org/resource/takao_suzuki_(sociolinguist);http://viaf.org/viaf/36976299;true
http://dbpedia.org/resource/harry_allen_(journalist);http://viaf.org/viaf/146494458;true
http://dbpedia.org/resource/herman_lindqvist_(journalist);http://viaf.org/viaf/6110550;true
http://dbpedia.org/resource/feodor_gladkov;http://viaf.org/viaf/14808548;true
http://dbpedia.org/resource/lavinia_r._davis;http://viaf.org/viaf/66832190;true
http://dbpedia.org/resource/pat_o'shea_(author);http://viaf.org/viaf/76396579;true
http://dbpedia.org/resource/lewis_grassic_gibbon;http://viaf.org/viaf/51574489;true
http://dbpedia.org/resource/k._n._jayatilleke;http://viaf.org/viaf/100289742;true
http://dbpedia.org/resource/jack_elliott_myers;http://viaf.org/viaf/102383277;true
http://dbpedia.org/resource/richard_james_gelles;http://viaf.org/viaf/49307586;true
http://dbpedia.org/resource/aleksandr_sukhovo-kobylin;http://viaf.org/viaf/56618298;true
http://dbpedia.org/resource/guy_butler_(poet);http://viaf.org/viaf/76331267;true
http://dbpedia.org/resource/arthur_stringer_(writer);http://viaf.org/viaf/42715135;true
http://dbpedia.org/resource/karen_young_(author);http://viaf.org/viaf/31203279;true
http://dbpedia.org/resource/jean-baptiste_estoup;http://viaf.org/viaf/74632170;true
http://dbpedia.org/resource/heinz_von_lichberg;http://viaf.org/viaf/5218953;true
http://dbpedia.org/resource/ludwig_hirschfeld_mack;http://viaf.org/viaf/79458584;true
http://dbpedia.org/resource/clive_sinclair_(author);http://viaf.org/viaf/90716804;true
http://dbpedia.org/resource/antonio_negri_(poet);http://viaf.org/viaf/90165031;true
http://dbpedia.org/resource/cassern_s._goto;http://viaf.org/viaf/120196842;true
http://dbpedia.org/resource/patrick_wilson_(librarian);http://viaf.org/viaf/108160662;true
http://dbpedia.org/resource/alai_(author);http://viaf.org/viaf/85595741;true
http://dbpedia.org/resource/edmund_chojecki;http://viaf.org/viaf/100897622;true
